price,location,distance,amenities,ratings,type
1656,"HITEC City, Hyderabad",,Free WiFi Free parking Non-smoking rooms 24-hour front desk Exceptional breakfast,7.1,Standard Double Room
3946,Hyderabad,,Free WiFi Free parking ,7.665000000000001,Three-Bedroom Apartment
3087,Hyderabad,,Free WiFi Breakfast ,7.665000000000001,Two-Bedroom Apartment
8600,"HITEC City, Hyderabad",,Indoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Breakfast ,6.0,Premium Double Room
1705,Hyderabad,,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.1,Deluxe Room
2529,Hyderabad,,Airport shuttle (free) Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.665000000000001,Deluxe Room
1751,"Nampally, Hyderabad",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.0,Standard Double Room
6300,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.5,Superior King Room
1009,Hyderabad,,Free WiFi ,7.665000000000001,Classic Triple Room
2228,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.6,Standard Double Room
1700,Hyderabad,,Airport shuttle Room service Free WiFi Free parking Non-smoking rooms Family rooms ,8.5,Deluxe Queen Room
6300,Hyderabad,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Superb breakfast,8.3,Deluxe Twin Room
7999,Hyderabad,,Outdoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Good breakfast,8.0,Twin Room with Sofa Bed
1656,"HITEC City, Hyderabad",,Free WiFi Free parking Non-smoking rooms 24-hour front desk Exceptional breakfast,7.1,Standard Double Room
1705,Hyderabad,,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.1,Deluxe Room
1774,"HITEC City, Hyderabad",,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.2,Standard Double Room
1341,"Gachibowli, Hyderabad",,Free WiFi Non-smoking rooms ,8.0,Deluxe Double Room
2798,Hyderabad,,Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk ,9.1,Deluxe Room
1511,Hyderabad,,Room service 24-hour front desk ,3.6,Deluxe Triple Room
1870,"HITEC City, Hyderabad",,Room service ,8.8,Deluxe Room
10000,Hyderabad,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.2,Deluxe Room City View Twin Bed
7400,Hyderabad,,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.7,Deluxe Double or Twin Room
13000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,8.0,King Room
3999,Hyderabad,,Free WiFi Free parking Non-smoking rooms Family rooms ,10.0,Two-Bedroom Apartment
1519,"Gachibowli, Hyderabad",,Room service Free WiFi 24-hour front desk ,7.665000000000001,Classic Triple Room
1275,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk ,8.8,Budget Double Room
3575,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,6.9,Deluxe Double Room
5650,Hyderabad,,Outdoor swimming pool Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.4,Premium Twin Room 
1056,Hyderabad,,Room service 24-hour front desk ,5.0,Classic Triple Room
3795,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,7.9,Twin Room
12000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,8.6,Deluxe King Room
1751,"Nampally, Hyderabad",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.0,Standard Double Room
15000,"HITEC City, Hyderabad",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.4,Deluxe Twin Room
2228,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.6,Standard Double Room
1700,Hyderabad,,Airport shuttle Room service Free WiFi Free parking Non-smoking rooms Family rooms ,8.5,Deluxe Queen Room
1009,Hyderabad,,Free WiFi ,7.665000000000001,Classic Triple Room
6300,Hyderabad,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Superb breakfast,8.3,Deluxe Twin Room
7999,Hyderabad,,Outdoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Good breakfast,8.0,Twin Room with Sofa Bed
1656,"HITEC City, Hyderabad",,Free WiFi Free parking Non-smoking rooms 24-hour front desk Exceptional breakfast,7.1,Standard Double Room
1705,Hyderabad,,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.1,Deluxe Room
1774,"HITEC City, Hyderabad",,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.2,Standard Double Room
1341,"Gachibowli, Hyderabad",,Free WiFi Non-smoking rooms ,8.0,Deluxe Double Room
2798,Hyderabad,,Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk ,9.1,Deluxe Room
1870,"HITEC City, Hyderabad",,Room service ,8.8,Deluxe Room
10000,Hyderabad,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.2,Deluxe Room City View Twin Bed
11500,"HITEC City, Hyderabad",,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.4,Studio Apartment - 463 sqft
6300,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.5,Superior King Room
7400,Hyderabad,,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.7,Deluxe Double or Twin Room
1511,Hyderabad,,Room service 24-hour front desk ,3.6,Deluxe Triple Room
13000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,8.0,King Room
13500,Hyderabad,,Free WiFi Free parking ,8.7,Three-Bedroom Apartment
1275,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk ,8.8,Budget Double Room
3575,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,6.9,Deluxe Double Room
3795,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,7.9,Twin Room
12000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,8.6,Deluxe King Room
3999,Hyderabad,,Free WiFi Free parking Non-smoking rooms Family rooms ,10.0,Two-Bedroom Apartment
1519,"Gachibowli, Hyderabad",,Room service Free WiFi 24-hour front desk ,7.665000000000001,Classic Triple Room
1751,"Nampally, Hyderabad",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.0,Standard Double Room
15000,"HITEC City, Hyderabad",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.4,Deluxe Twin Room
1009,Hyderabad,,Free WiFi ,7.665000000000001,Classic Triple Room
2228,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.6,Standard Double Room
1700,Hyderabad,,Airport shuttle Room service Free WiFi Free parking Non-smoking rooms Family rooms ,8.5,Deluxe Queen Room
6300,Hyderabad,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Superb breakfast,8.3,Deluxe Twin Room
7999,Hyderabad,,Outdoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Good breakfast,8.0,Twin Room with Sofa Bed
1656,"HITEC City, Hyderabad",,Free WiFi Free parking Non-smoking rooms 24-hour front desk Exceptional breakfast,7.1,Standard Double Room
1705,Hyderabad,,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.1,Deluxe Room
1774,"HITEC City, Hyderabad",,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.2,Standard Double Room
1341,"Gachibowli, Hyderabad",,Free WiFi Non-smoking rooms ,8.0,Deluxe Double Room
2798,Hyderabad,,Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk ,9.1,Deluxe Room
1511,Hyderabad,,Room service 24-hour front desk ,3.6,Deluxe Triple Room
1870,"HITEC City, Hyderabad",,Room service ,8.8,Deluxe Room
10000,Hyderabad,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.2,Deluxe Room City View Twin Bed
11500,"HITEC City, Hyderabad",,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.4,Studio Apartment - 463 sqft
6300,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.5,Superior King Room
7400,Hyderabad,,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.7,Deluxe Double or Twin Room
13500,Hyderabad,,Free WiFi Free parking ,8.7,Three-Bedroom Apartment
13000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,8.0,King Room
3999,Hyderabad,,Free WiFi Free parking Non-smoking rooms Family rooms ,10.0,Two-Bedroom Apartment
1519,"Gachibowli, Hyderabad",,Room service Free WiFi 24-hour front desk ,7.665000000000001,Classic Triple Room
1275,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk ,8.8,Budget Double Room
3575,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,6.9,Deluxe Double Room
5650,Hyderabad,,Outdoor swimming pool Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.4,Premium Twin Room 
1056,Hyderabad,,Room service 24-hour front desk ,5.0,Classic Triple Room
1751,"Nampally, Hyderabad",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.0,Standard Double Room
15000,"HITEC City, Hyderabad",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.4,Deluxe Twin Room
1009,Hyderabad,,Free WiFi ,7.665000000000001,Classic Triple Room
1700,Hyderabad,,Airport shuttle Room service Free WiFi Free parking Non-smoking rooms Family rooms ,8.5,Deluxe Queen Room
6300,Hyderabad,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Superb breakfast,8.3,Deluxe Twin Room
7999,Hyderabad,,Outdoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Good breakfast,8.0,Twin Room with Sofa Bed
1656,"HITEC City, Hyderabad",,Free WiFi Free parking Non-smoking rooms 24-hour front desk Exceptional breakfast,7.1,Standard Double Room
1705,Hyderabad,,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.1,Deluxe Room
1774,"HITEC City, Hyderabad",,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.2,Standard Double Room
1341,"Gachibowli, Hyderabad",,Free WiFi Non-smoking rooms ,8.0,Deluxe Double Room
2798,Hyderabad,,Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk ,9.1,Deluxe Room
1511,Hyderabad,,Room service 24-hour front desk ,3.6,Deluxe Triple Room
1870,"HITEC City, Hyderabad",,Room service ,8.8,Deluxe Room
10000,Hyderabad,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.2,Deluxe Room City View Twin Bed
7400,Hyderabad,,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.7,Deluxe Double or Twin Room
13500,Hyderabad,,Free WiFi Free parking ,8.7,Three-Bedroom Apartment
13000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,8.0,King Room
3999,Hyderabad,,Free WiFi Free parking Non-smoking rooms Family rooms ,10.0,Two-Bedroom Apartment
1519,"Gachibowli, Hyderabad",,Room service Free WiFi 24-hour front desk ,7.665000000000001,Classic Triple Room
1275,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk ,8.8,Budget Double Room
3575,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,6.9,Deluxe Double Room
5650,Hyderabad,,Outdoor swimming pool Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.4,Premium Twin Room 
1056,Hyderabad,,Room service 24-hour front desk ,5.0,Classic Triple Room
3795,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,7.9,Twin Room
12000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,8.6,Deluxe King Room
4350,"Gachibowli, Hyderabad",,Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,7.4,Standard Double Room
1751,"Nampally, Hyderabad",,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.0,Standard Double Room
15000,"HITEC City, Hyderabad",,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.4,Deluxe Twin Room
2228,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.6,Standard Double Room
1700,Hyderabad,,Airport shuttle Room service Free WiFi Free parking Non-smoking rooms Family rooms ,8.5,Deluxe Queen Room
1009,Hyderabad,,Free WiFi ,7.665000000000001,Classic Triple Room
6300,Hyderabad,,Outdoor swimming pool Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Bar Superb breakfast,8.3,Deluxe Twin Room
7999,Hyderabad,,Outdoor swimming pool Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Tea/coffee maker in all rooms Bar Good breakfast,8.0,Twin Room with Sofa Bed
1656,"HITEC City, Hyderabad",,Free WiFi Free parking Non-smoking rooms 24-hour front desk Exceptional breakfast,7.1,Standard Double Room
1759,Hyderabad,,Room service Free WiFi Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.1,Deluxe Room
1774,"HITEC City, Hyderabad",,Room service Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk Breakfast ,7.2,Standard Double Room
1341,"Gachibowli, Hyderabad",,Free WiFi Non-smoking rooms ,8.0,Deluxe Double Room
2798,Hyderabad,,Room service Restaurant Free WiFi Free parking Non-smoking rooms Family rooms 24-hour front desk ,9.1,Deluxe Room
1870,"HITEC City, Hyderabad",,Room service ,8.8,Deluxe Room
10000,Hyderabad,,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.2,Deluxe Room City View Twin Bed
11500,"HITEC City, Hyderabad",,2 swimming pools Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.4,Studio Apartment - 463 sqft
6300,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Fabulous breakfast,8.5,Superior King Room
7400,Hyderabad,,Airport shuttle Fitness centre Room service Restaurant Free WiFi Free parking Non-smoking rooms Tea/coffee maker in all rooms Bar Good breakfast,7.7,Deluxe Double or Twin Room
1511,Hyderabad,,Room service 24-hour front desk ,3.6,Deluxe Triple Room
13000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Good breakfast,8.0,King Room
13500,Hyderabad,,Free WiFi Free parking ,8.7,Three-Bedroom Apartment
1275,Hyderabad,,Room service Free WiFi Free parking Non-smoking rooms Facilities for disabled guests 24-hour front desk ,8.8,Budget Double Room
3575,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,6.9,Deluxe Double Room
3795,"HITEC City, Hyderabad",,Airport shuttle Room service Restaurant Free parking Non-smoking rooms Family rooms 24-hour front desk Tea/coffee maker in all rooms Breakfast ,7.9,Twin Room
12000,Hyderabad,,Outdoor swimming pool Airport shuttle Spa and wellness centre Fitness centre Room service Restaurant Free WiFi Tea/coffee maker in all rooms Bar Very good breakfast,8.6,Deluxe King Room
3999,Hyderabad,,Free WiFi Free parking Non-smoking rooms Family rooms ,10.0,Two-Bedroom Apartment
1519,"Gachibowli, Hyderabad",,Room service Free WiFi 24-hour front desk ,7.665000000000001,Classic Triple Room
